hash,question,what
70b2a3067c0fb71b897a5b90aa4498ae,神经纤维瘤患者吃中药能治好吗？,2
c829dfe9361e3850c938ab18f54ea429,八岁儿童，腹腔淋巴管瘤术后，复查发现腹腔积液,2
1988cb2b744d2f0f0b9dbaa58e9b094c,骨神经纤维瘤吃什么药,2
c4ea65681e2dc1bae7db2bde0537f7dd,神经母细胞瘤转移到脑骨头,2
0f9c20dac46bdec355ec3cef17e57f9c,畸胎瘤应该吃什么药？,2
8cf814ea42590791b009d7412b00c889,恶性脑瘤的危害！一般治疗需要的条件！！,2
4054bf62ff3c47916896e4940dbd9879,跪求治疗神经母细胞瘤的方案？,2
7584e01390cac6f322bef9475d3ed0b2,纤维瘤手术用的绷带什么时候拆,2
cc6f79a10f7d111738df5f240df7c384,王大夫你好！4岁小孩耳内患横纹肌肉瘤,2
3b2b64f2008f35e0aa581df025384961,15个月婴幼儿右脸下颌患淋巴管肿瘤,2
6e187a71c6471d51a16101b7ed9019ac,贵州恶性卵巢囊肿哪里能治疗,2
3b0650d0692a37db438031466b9a910b,55岁女患者，胸椎椎管神经鞘瘤术后,2
174ed1401a98370db4d9bd052177d105,乳房纤维瘤手术后多久刀口才能不疼？,2
8e92bdf1a4dcfa7ccca10430e82c02fa,枕部滑膜肉瘤手术切除后需要配合放疗和化疗吗？,2
da2f2a5887a630cd628f3603bccebbf6,脑胶质瘤中药外敷疗法,2
7c6d6a2e73c02c93331c52e0ab3827a3,预防肿瘤恶化,2
ef41d95cd89fe9a8bd11b3c0df046867,神经纤维瘤怎么治,2
0e250ecf1d5d353e949f4a84fb10ed49,神经纤维瘤I型的患者该注意什么？,2
e1464b4e5951dc7cc27031d8598e1eda,胰腺癌胰头导管癌淋巴转移能用搞生物细胞免疫治疗吗？,2
bdb05a27ebf5e215868180882e1d78a1,神经纤维瘤有什么危害吗？该如何治疗呢？,2
45a076d96b1d97695095860ea00c5b54,吃什么能防癌症啊.,2
12217aa0f7202e64c5245c3404fb0e3f,神经纤维瘤有好的治疗办法吗？,2
7670ee5ad06de18ad4b6760c3e37868a,神经纤维肉瘤吃什么药,2
faf5d56b1abc71eca59fa20a22eca516,全身咖啡斑，多发性神经纤维瘤病的治疗,2
9dbdeb630dfb4c9f3852eed55fe35591,甲状腺癌转移到肺？,2
71a5da9bc3e60f53787b5ac2a52f3b5b,纤维腺瘤怎样治疗？,2
f39e0251970da2e8fa2fc763ed56722b,右手桡神经鞘瘤术后神经受损，3个月不见好转，怎么办,2
ec3f2d1e27c534bd796fb4c49fd4c022,神经纤维瘤病怎么治,2
0e8258222c392c0cac87e3371f37348a,左漆关节肿物切除半年复发手术六天确诊滑膜肉瘤放疗行吗要截肢吗【滑膜肉瘤】,2
6cfe676920ff02ba4de0dd124b7c0756,我是盆腔淋巴管瘤的患者在07年4月做的手术术后一年就又长了我还得什么时间在做合适,2
955faaf61b6bb2f6f70b1b70de191472,吃哪些水果预防得癌？,2
4ac9d4edf36e01408b89c0d382105968,得了盆腔癌怎样治疗最好？,2
4d5b9dd419c1d1515221e427e3eed239,神經母細胞瘤何時手術,2
56b9a36d83b59467fa71ed943aa3db51,治疗神经纤维瘤最有效的方法是什么？,2
dc30d6e7f27109e8c01f9796f54fe1ba,巢卵囊肿怎么治疗？,2
746c9e1e84d6fc4557b9eacc1bbf0df4,胃印戒细胞癌进展期淋巴结未转移,2
ea5d0851427b0de76e9d3ba346edd608,男55岁、肝恶性肿瘤,2
8ab67a2dd7e5a93872397b0c587141b3,陰道橫紋肌肉瘤有沒有靶向葯可治療,2
85eef8b2bf40bfd42d412bbf1c7003a5,神經纖維肉瘤應與哪些疾病相鑒別開來,2
dfce78d8a3203f2f3bb9774452c939a5,女37岁 怎么预防盆腔炎 预防盆腔癌生活中该怎么做,2
090fa443e94166e0aaef1ec7f9262f34,癌症可以治的对不对？,2
60078814d00404f426b426377e965ccc,膀胱浸润性复发性肉瘤样癌，术后任何治疗,2
0c08d7471c4d4c04ed9f1e280b7f729f,肺癌化疗药物有哪些？,2
9bfebd40aaeee3d4ab340e9ed2d97d73,滑膜肉瘤肺转移,2
320ffa30c201d9e6337f3a201715c36c,纵膈肿瘤在饮食上要注意些什么问题？,2
429e25466dea0c2c10b012f0ff64a9d5,淋巴恶性肿瘤 晚期 扩散,2
5a3942a3d5e6ce629161798fd752add9,恶性纤维组织细胞瘤有什么特效药吗,2
847fc611f7b4fa2bdffe2a468e9d1723,怎么治疗皮肤癌最有效,2
9a49a85522132d585823875eeac109c9,神经纤维瘤患者怎样才能摆脱疾病的困扰？,2
01b445e1f9c0693b9f84b66f3b1bb767,求治疗鳞状型细胞癌的各种方法？,2
b5fef58ddf174d731d662febfbde94c4,无需动手术应怎么治疗石管癌？,2
def705e950511261e0636babadd8450e,神经鞘瘤 腰椎神经鞘瘤 腰椎神经鞘瘤，术后神经受损，如何恢复，如何用药？,2
908dc35cae2b2d6ad0bc57b5537b695b,结肠低分化神经内分泌癌肝转移腹膜远程转移术后治疗方,2
088088d57cde5a899bb28c499f5a1fa6,您好大夫，我爸得了肺部肿瘤癌症晚期，不怎么咳嗽，是转移性的，他的胆囊口被癌细胞堵住了 导致肝功能衰竭 现在出现眼黄 尿黄症状，请问大夫像我爸这样的情况还能得到更好的治疗吗？ 谢谢 。,2
20e79ca8b299c586343b2f0d61de8ee9,癌症病人的护理内容,2
382251a2aa202f98251af5db5b4a7372,小儿横纹肌肉瘤的治疗,2
a580859d1164715424faad3b48892e6f,软骨母细胞瘤术后复发,2
e8f26dd433ca66970ba1d889193e1a18,如何治療「肝母細胞瘤」,2
abff0958c8a782a263bd24d06f667cc8,乳腺纤维瘤多大需要开刀,2
6da8710b11739b78f8f18a598b89a526,睾丸精原细胞瘤伴坏死,2
25cde17cac88115b92d29404d5dc9d5c,恶脑膜瘤能治好吗,2
1413fa78331740ad28cd0af435cebcdc,男48岁 肝癌晚期有哪些症状 脑膜瘤晚期患者忌哪些,2
3f02cef898bf4b2e1f7f0354e45883bc,自体细胞免疫治疗淋巴癌多发性转移有用吗？,2
ec9ff395503cd22e58fa67ccce10ca8e,左心室动脉肿瘤能治疗好么,2
487b63fcbadbed9a90397ebdbb1d46f2,侵袭性婴儿纤维瘤病吃什么药,2
3af5dd60c9491649008790327d97a4d4,得了皮肤癌能治好？,2
523f01fca8079a52e7b7584bf23c7d60,甲状腺癌肺转移，怎么确诊？,2
d15e7803c5b9292bd4826a04904562e5,化疗后4个月手术部位怎么才疼痛,2
5fec7e37637ad594a5d2922832457731,55岁左肩部梭形细胞肉瘤恶性纤维组织细胞瘤,2
8ed2e5109f785409ac74c6562efcfe57,胃低分化神经内分泌癌z怎么治,2
80ee5d292fb59bddf563a5b98c3f1de2,恶性纤维组织细胞瘤10年后转移肺癌,2
b0c5115aa6310b7fac7d7491e284d42c,恶性肿瘤和肌肉瘤能治好吗？,2
b1bda3e22d8296b343429d6aefb21b79,脑胶质瘤手术后复发了，有没有什么治疗药物？,2
b9ccfb37802c42bbbc9423e742968732,恶性纤维组织细胞瘤哪里治的好,2
3c4a417868249fa21017771118c90d27,肌源软组织肉瘤因十年前外伤引起,2
6c61ca5f75e8b69665437cbd3bd2a9bf,宫颈囊肿有治好后怀孕的吗？不知道是恶性还是良性的还没查,2
c10f2ee73844b689b92c9f375f283ddb,淋巴管瘤，看了多院无法治疗，希望得到治疗,2
f36f7bf693b149b0e0adc941e30640b0,乳头状甲状腺癌怎么治？,2
da71ba3977c9ec7b15f4f1fb1ee3fed0,直肠癌肺转移及盆腔转移有什么治疗方案,2
87ede886b897e518365902dae846dcc4,神经纤维瘤如何防治？,2
c40ecadf8c31de7d82ca8ac89adeee56,胶质母细胞瘤免疫治疗后,2
2316216d64fc975d65dfa1413d370f67,什么药物抗癌最好？还有哪里治疗癌症厉害的医院推荐一下!!非常THANK， 注明一下是肺部方面的！！,2
d52e030e04857431714ae2c69278eaea,胰腺尾部后下方生了肿瘤适合做HIFU刀微创治疗吗？,2
db0e669a03e86c1031ef889bf25d4b2e,怎样预防癌症？,2
24dbf2ec61744bfef046b703aaf9e2d8,请问神经母细胞瘤长在肾上腺，腹主动脉上...,2
94fb34f536442bb4fbfe92ab8bff342f,47岁，吃他莫西芬三年余，是否更换其他抗癌药？,2
0771171baa8891c5fef3740802465746,喷门癌 肿瘤切除且癌细胞没有扩散用化疗吗？,2
f4c548910955732027dc545efc6ba6a5,胃底喷门溃疡性因戎细胞癌（肿瘤面积6*5cm）癌组织浸透肌层达周围组织，两端切线未查见癌，小弯侧淋巴结2枚，胃左侧淋巴结1枚，均查见癌转移。医生说要化疗是真的吗，这样听说病人很受罪，我们该咋做（才能帮病人快速恢复,2
7a18d96492f06814dbb6578dc71a6f6b,脑胶质瘤的中医治疗方法,2
86edd68eeeb421c03e20842c4db4be2d,纵膈肿瘤有哪些比较好的治疗方法?,2
4d820b5774aa2acc222c5470391a14e1,胰腺神经内分泌癌用什么化疗方案,2
9c3cb1f366ca9a7afa931c77532b2b2a,癌症细胞侵入淋巴系统怎么办，袁希福能治吗,2
2eab5dff8ba90ef6ac55827c2141d568,淋巴癌化疗 淋巴癌 化疗后白细胞很低吃什么食物对病情好点啊,2
cf285865b0d25425a7687ef114f3f966,浸润型导管癌怎么办？,2
94dec31d7d5100b45175e38da9c1de00,甲状腺癌怎么治疗,2
8c31de547be62357afb540a080174364,请问什么样的淋巴癌病人可以做造血干细胞移植？,2
d212a3d31b188daa2c7a7ec87eccabfe,癌性神经肌病能治好吗,2
af835b9fd302af0d315e28bb1cdf12e8,皮肤癌可以治好吗,2
c9d8c2c865c37aebd7f7c6ea73411cfc,恶性黑色素瘤晚期手术切除治疗好吗？,2
283e9dc381f8ebf7036489a87d63db18,幼年性透明纤维瘤病吃什么药,2
ab3e8fbf352dd4779c96fd59f173d0e8,我弟弟11个月胚胎性横纹肌肉瘤，以手术，看下一步该,2
d9028e0e6f051359adcf8b1f2dc43195,什么菜可以控制癌症,2
0f13b51aced9962fd5693d62c6c19a56,胆囊癌做了手术后吃了中医开的中药有不良反映,2
b852aab8432cb4958fb30f6b478148a2,淋巴瘤复发怎么办？,2
4dff50db071d06d0c1fdbe47366c7c9c,射波刀治疗肿瘤，都有哪些适应症？,2
2f0ce1ffeb4eb334cb8429c9c69a5164,癌症康复期病人服用灰树花D阻分有什么作用,2
7a954ac8cc9070e9cc6785099c8de2c3,卵巢畸胎瘤，该怎么办？,2
d668bfb13cca4df4a3bca6ef5061e5ea,左额大脑前列脑膜瘤怎样医治,2
8d4c31c1d7bdb653b8e371ca01dad300,您好！孕六个月检查宝宝心脏横纹肌瘤，现已引产，双方无遗传病史，孕期无吃药物，饮食各方面都很注意，为什么会出现这样的情况呢？急盼医生答复，谢谢！,2
4abccc6f931ff05e9a78043405c7a241,淋巴管肿瘤当今社会从哪里可以买到中成药,2
492488eb628c1104fcd05f5b7d35d51b,坐骨神经鞘瘤手术二年腿一直涨痛怎么能缓解,2
7e27d8b1cec56d67a40c8760fc8bccbe,阴茎上长了皮肤癌该如何治疗,2
7b143d04be7b83873a63b6827f5d0fe9,胶质瘤这种疾病是怎么形成的？有什么治疗的方法吗？,2
51794d391e278c116d764b1cdea381a9,患了间皮瘤吃不下去饭,2
b8c4293dd8309032c5a5013646a1b2f3,5个月婴儿右脸淋巴管瘤,2
54ccec1a8dc0f083e34cb9f26dc8d42d,甲状腺癌手术后要休息多少时间为好？,2
2b6f73db62f43a573b342a409df2e744,16岁，颅内胶质瘤，三级，手术后复发,2
4af3f7efd2f684ebe19838dff2316cbb,重离子治疗癌症效果如何,2
e191ab92d3d52f70608f16f94b9b39f2,得了颌面部淋巴管瘤怎么治疗,2
69e349054e8a105747df1a29aa363b15,脂肪瘤除手术外是否有其他的治疗方法,2
1b70d0724722ef7473ead5ece851cf85,甲状腺癌晚期，并且已经扩散了，请问还可以治好吗？,2
277b308d1f41ea2196fda0b74616a153,神经纤维瘤有什么治疗方法吗？,2
42d9bc9d6c6233033f883c14aa58599d,胃癌，印戒细胞癌，胃切除手术做完，对切体进行检查，发现肝脏A区淋巴有一枚有癌，大网膜结节发现转移性,2
6eb8f5fe9c50e9869ee92e72e63444f9,四级胶质瘤术后吃什么中药最好,2
3879cde782bfce86090ef31fe131a1af,淋巴瘤和脂肪瘤有什么区别？这两种病应该怎样治疗？饮食要注意什么？,2
995901dc38a6b7bd2f23d1a97f873c55,五岁孩子两年骨折三次不明原因智力有点低经常发热无痛病情复杂，这样的孩子何去何从？又查出软骨瘤，,2
2d30de08f4167323e11c86adaf26ef6b,63岁父亲，脑部弥漫大B细胞淋巴瘤，看如何治疗合适？【弥漫大B细胞淋巴瘤】,2
2572397bf31574646664ed7d3a88b33a,宝宝有血管瘤,2
e5ef6d9129c3b8180c50fdcce150ebcb,纤维干乳头瘤如何治疗？,2
d56111d472c60922b35c981ded781f74,幼儿髓母细胞瘤可以用脐带血造血干细胞治疗吗,2
670ed655d2c3fa72fc8930f99331667e,淋巴瘤怎么能治好啊？谁能告诉我,2
985ef4e785aadc4d26fc364a3bd1af22,哺乳期会发现得乳腺癌吗,2
385300f88b9fbe508238350e607b4d00,我妈妈最近检查为 肉眼所见、米粒大组织3块。病理诊断：子宫颈鳞状上皮癌。我想问一下严重吗，最好的治,2
b5b380209864a994759a9b7f55a308e7,甲状腺癌如何就医治疗？【甲状腺乳头状癌】,2
3fef2691f70a71186d243c22752054b7,混合血管瘤的治疗方法,2
a66b69d712c66f6a9232d7f011e221b7,甲状腺乳头状癌能治愈吗,2
cd8fb9bcf7b136ef47b06e3700fbbb81,子宫癌术后感染,2
5aead2338ad8449fb9a109b03dfcfc06,婴儿先天性舌下口底淋巴管瘤注射平阳霉素能好吗,2
9876226e3dd7a1cf68c844e1342cc2ea,子宫内膜间质肉瘤怎么治疗,2
3d0e195ecda7d06e920180f35de74479,新生儿神经母细胞瘤如何治疗与预后,2
d22dab05848672c989b24d7653f29df4,一岁半小孩患肝母细胞瘤可以治愈吗,2
801c7535d4af96e8f78ceca893067a0b,妈妈有子宫有良性肿瘤，医生说不需要做手术，我觉得做了手术安心点，可是医生就是说没必要，我应该怎么办,2
ced3695ca42a13b5b14af121c1275a38,右卵巢子宫内模样腺癌,2
f2d7872dc25bb31de92d572ed5ed8801,乳房纤维瘤保守治疗方法,2
07fad01818e3afc9e81b789ef60556e6,如何治疗胚胎性横纹肌肉瘤?,2
6379e2e1be6358b17f7f5ef1ec4c01f4,淋巴瘤四期治愈有多大,2
5297be7ea875ffd0aaf7878db1bcb7e2,婴儿血管瘤治疗时间,2
d3978307669a2f69b708993a8cfb99ee,得了胰腺癌黄疸有淤积但是病人不疼用什么药可以控制,2
23c2623b6e8230de113847b321bc486b,岁小孩胸腺瘤大夫该怎么办【胸腺瘤】,2
f79d03874f92f89f3b7233c0aa72e571,小孩子得了淋巴瘤，要怎么治疗呢？,2
cae4a3f54fb50012703afb7e477374bd,一个月前做了甲状腺癌手术，右侧全切，左侧切掉微小包块，术后医生让服优甲乐2片和脉血康胶囊，三个月后,2
7d5d57881f86eb3800cf734b86bf544a,四岁小孩脑瘤术后整晚不睡觉,2
b62e18da9be5128c46646a472c564844,白萝卜的籽能治肺癌吗,2
f1b58c0cd77a41d8f8f7e124e905d389,我父亲55岁，因胆管结石住院手术后又查出有胆癌。其胆囊已明显增肥，胆囊壁增厚，还伴有黄疸。问问知道...,2
fff3857791b95c3ed7674a9a69357ab5,淋巴瘤早期该如何治疗?,2
2b206561a14d47a593230167d141be48,我是甲状腺肿瘤己经手术了.医生把瘤孑化验说是恶性乳头壮癌.我去中山人民医院俩个科室看了.他说都说的...,2
e584ef6259caf1bf59902bb968685edc,早期子宫癌肉瘤怎么治疗,2
e601eb8f7549c8385005abb0ea4782e6,有什么药物医治淋巴瘤?最好有药介绍,2
07bce698ec18464c4e8b895a1924fbb2,最近 几个月经常胃痛去医院检查确诊为胰腺癌医生说已经是晚期,2
3285d842c1b2b6e2bbd817bee720b4f1,乳头状肾细胞癌中期可不可以不打干挠素和白介素,2
0a5b1a07b2e04d8067f516918294626b,子宫里面的细胞是恶性肿瘤是能用什么治？,2
5db6ed01404a11aafaab941de379258c,七个月前小便带血、经查膀胱癌、长在膀胱口、开刀切除了。现在又在原来的位置长上了，请问现在怎么办？,2
f3aa2804705c2e11d5ca141f9936bcaa,乳头状甲状腺癌淋巴转移手后两年内发现两次颈淋巴转移为什么 2012年体检发现乳头状甲癌，11月份,2
04778e773fa719d85b2d90f7ebb9c12a,得了膀胱乳头状瘤可以医好吗,2
7d8c01f7d4c100bd68f434f7509334bf,你好，小孩得了晚期肾母细胞瘤有中药可没治疗吗？,2
08981711a54d359ef3c66209ef9e239c,妈妈卵巢癌3c期，以实行卵巢癌歼灭术，切除附件淋巴大网膜子宫，为低度分化原发性双侧卵巢癌，淋巴大网,2
e346326a1f4236ee234f5829d516fd44,卵巢交界性粘液性乳头状囊腺瘤复发了能做腹腔镜吗？,2
dd77c911d90640f6840ef2f0bed06042,怎样治疗淋巴瘤？,2
3f26eac2c7ca995ce5a9a4bee2029cf9,母亲是淋巴癌晚期，连美罗华都用了，效果不大。医生表示没有回天之力了。该如何安慰她老人家？,2
1395c3c6e23e68aab0e1d312a1c5fbc3,我妈被诊断为子宫间质平滑肌源性肿瘤，肿瘤基质显著粘液变性，考虑有低度恶性功勒氏腺肉瘤改变，如何治疗,2
a76d850451e6be593086b6d59d8d7c11,小儿腹膜后横纹肌肉瘤,2
fc9d633bdf266eaa307523a2606d0687,结肠癌手术后遗症怎么办？,2
d6803a96bddc76e5c35ce24f06ed38fb,我的3岁小孩得了恶性淋巴瘤现在在长沙肿瘤医院接受治疗。请问怎样才能让他度过难关啊请网友们帮下忙告诉,2
ab53d07eed4066b08a83d19623b4645d,甲状腺癌甲减怎么办?我在两年前发现脖子上有个小块后来去做了甲状腺检查说是甲减，后来因为有小孩了就没,2
69f46313b4dab5c6a7ea96ed0e759a08,宝宝得了神经母细胞瘤转移到肝上可以做手术拿了吗？,2
e0f3278fcdcfaac040207ae18521df63,淋巴瘤能治愈吗？,2
34c81ce87f9e66966ff1152c0e80d861,天津什么地方医治胃癌比较好术后饮食注意啥啊？,2
b4b93a354368ebfd3ba327b991e4d33c,乳房 长肿瘤,2
25f85e65dfbbf2676d064d38e1049dde,怀孕腋窝里长对称肉瘤,2
cc53cfebac5088af1d2c2f8f5c7ca6e4,两个多月的小孩患横纹肌肉瘤能手术吗？现在溃烂严重,2
e6f4c476c12436b83dd0ecd40e526eba,人参皂甙患脑瘤的幼儿可以吃吗间变性室管膜瘤三级，手术全切,2
60cfb1462c7c97ce9bf116fdeb796dce,求助洪飞及各位大侠，关于B型淋巴瘤化疗后浑身酸痛问题,2
ec54ff28ef35948de939e5a37e3ddbbd,4个月大的宝宝颈椎上多长一块骨头怎么办？【医生怀疑是发育畸形或者骨软骨瘤】,2
42e0a684d7d7b635688c3ebb68cda95e,我是患甲状腺癌患者，每天吃雷替斯和钙片，最近月经没来，估计是怀孕啦，请问医生流产时药物与甲状腺癌服,2
bd8e7170269ae1fe137a9005b046ea5b,甲状腺癌术后，抗甲状腺过氧化物酶抗体高...,2
cf1fd6757076124c698852af48e3d69e,子宫内膜癌转移【子宫内膜癌】,2
4eaac2b53fa361080f916c10df44dc07,你好。我爸爸得了胶质母细胞瘤4级、是恶性的。,2
fd829dfde20692b548cf4a35df32e540,本人现在21了，下颌有好几个淋巴结肿大，腋窝有一个，有7年了，没有什么变化，有时会有疼痛。不想再拖,2
f68d7a1f5435d03d8c784ce1080543f2,卵巢癌术后化疗期间腹腔积水怎么..,2
76d24ca9c4f4307f8619fa9e979041b0,乳头状甲状腺癌全切右侧癌变淋巴清扫13根4根转移已两次服碘每天吃3片优甲乐现,2
3ca764ea6708e2066dd1c5c7ee31853b,中药能治小儿恶性纤维肉瘤？生长在耳朵下,2
41b3dce6ca4c09caf221ddb857d482a1,甲状腺乳头状癌，左侧及峡部全切，右侧留一部分甲状腺，病例分析十一个淋巴结有五个有癌细胞,2
c64a723159e0e893001c8a116b036b8c,结肠癌术后可以喝初元吗？,2
2c82fcbb6f46e3754fb48f6d1c312de1,之前有过一次胎停育，是淋巴管畸形造成的。领叶酸的社区说要大量补充叶酸，一天吃4毫克，真的假的啊,2
7ec697911c520b63e1ca2970f7974470,恶性淋巴瘤怎么治疗,2
619c92132894265c532a69716d178d13,子宫鳞癌 2级，严重吗？看的好吗？,2
fcc766f480b7b9318e5bf898b2840274,我父亲胃癌晚期 听说脐带血可以救 想问下 脐带血隔代配对几率多大 ，配对成功可以治疗胃癌吗？多谢！！,2
86283c6bc36a16ab22f82725a14c0e6e,八十周年老母亲，二零零三年乳腺癌切除一侧乳房，二零一四年十二月转移成淋巴癌，二零一五年五月并发皮肌,2
bad5916da63b576ebdd74db24a4412a0,右侧甲状腺乳头状癌,2
bf03745c067bfc8a824962f0cffb864f,求助本人已被非霍奇金淋巴瘤折磨的快死了,2
486e801631a06213e7e56de3ab48c31b,恶性子宫肌瘤治疗方法都分哪几种?,2
f4ae56f2ceda531d2884e6b911c507ec,淋巴瘤能不能治好，机率有多大,2
c5b7d62c86ae2c31539e7f9af998a08c,求助淋巴瘤的中药偏方,2
af61b037b704c657ecdce6c8336cb7e0,子宫内膜胰腺癌晚期手术化疗过去三个月了 最近说后背疼是病情进一步发展了吗,2
fe1ceddd8a86cee5f7b2406f37477da7,恶性倾向不确定性子宫内膜平滑肌瘤,2
78dd8b1d26f878026ca8fbf3f9e97bb8,乳房纤维瘤能根治吗？,2
6e1acb3642533c29c3135d9b4a4cb03b,宝宝脑袋上现在还有脐血瘤,2
1515a1ac33ea5cf53a9da3cb29226ebb,甲状腺乳头状癌术后用药咨询【左侧甲状腺乳头状癌】,2
7140cfcbb50d078bbf24d1e04251fc44,小儿14岁骨软骨瘤要手术切除吗！,2
1f10a0c6220ef27a404aee66f7d8b699,我儿子十九个月胶质瘤二级,2
1a99081b3449d84bbf46bd16f49a2a91,乳头状甲状腺癌手术清扫根除，淋巴未扩散，还需要后续治疗吗,2
a8f0fcfa2962d96215133c2af81ddce1,甲状腺乳头癌术后，左侧出现一0.3×0.4实性结节，有何建议？,2
7390c8e1fabaf83bf3cbd891ee081c09,乳房纤维腺瘤好多年了！烦恼,2
59cafeb4e372a0f3d7ea9dd01d3c2bbe,28岁女孩胃癌晚期能治疗吗,2
8636705f412538f429ef41ca7cbb2901,淋巴管瘤怎么治疗好呢,2
121f9eed7bba3d054aba53dc97721147,我做了一个小手术子宫息肉 病理报告出来是子宫粘膜下平滑肌瘤,2
a4ee46b557095c4b550f0e486a89262f,淋巴瘤虽恶但疗效好是这样的吗？,2
366871abe5fd2351a8deae94b544d898,卵巢癌患者治疗后大便次数多,2
00d5d4d254e260756dc0d67e49959dda,求助！希望大家能给我一个意见。我妈今年57，2014年六月查出子宫平滑肌肉瘤，当时就做了“子宫+双,2
f802abb9255bb2ff223b5541645561d8,乳房恶性肿瘤切除以后就没事了吗？大神们帮帮忙,2
5e1165d2e70e9e5a58a8cae3973f74bd,恶性淋巴瘤能治好吗,2
9d9a41c8271fc8347c1a092ba5728cfd,子宫二极腺癌化疗能好吗？,2
7f496996926ff34bebcd6478f88b2532,肝癌 黄疸,2
30c818c4ed3750d102fe09225a321c1a,我妈乳房长瘤是恶性的，将乳房切除了，她接收不了，该怎么办？？,2
d3e2c9c173d00d394cd7c065af9e16fd,儿童脑瘤伽玛刀治疗后该怎么护理啊？有什么食物可以让小孩愿意吃的？,2
b3d4f82ca6c25f8e639b3b35e0d5d407,卵巢有一约20cm畸胎瘤,2
896ce66ac8fd688ab8256b34c26eb71f,老妈80了得了II型恶性子宫癌后又得脑梗半身不随,2
e2be4f2dc01ce4c750bc8532ba4c50ef,12个月小儿神经母细胞瘤-12cm大小【神经母细胞瘤】,2
caa3a17c3f50f676ad2e587a4a8d6641,老太太子宫癌，癌细胞侵入淋巴，现在淋巴已经溃烂，进去晚期，打吊针，打完吊针后，家属给她拔针时不慎戳,2
a2876944424ff99d51db37a16822858d,患者55岁，半个月前确诊为低级别乳头状非侵润性尿路上皮癌，已做手术，已灌注一次，由于身上有过敏反应,2
0283275e1d54495176588de55a528a09,新生儿40天，肝母细胞瘤，细胞瘤生长迅速，因细胞瘤太大孩子太小无法手术，我想知道还有没有别的办法控,2
52aab4cee140fc302f4d905beb59acc3,子宫颈平滑肌瘤怎么办,2
519e47c794f41c1253eccdf3f539adbb,子宫颈非角化鳞状细胞癌I1-b手术完之后还需要放化疗吗?,2
7b91bd88d52193068ac1e725a242d385,子宫内膜癌术后淋巴囊肿怎么办？,2
6a264d071bdf4cc1e4e50d6231745a1b,宫颈鳞状细胞癌II级淋巴结未见转移，手术切除子宫电疗23次完结后出现白带过多带血水下体疼痛,2
f1539b36ca03508dd0702cfde1edc284,人乳头状瘤病毒能治好吗,2
4e32f54191aa1de460d36a9d56b8085c,怀孕了，可是患了乳腺癌怎么办？,2
c4175006a9acb93866d67de00b68276c,甲状腺乳头状癌 求大家帮助！！！,2
c4c36ff9aec86d80697e1862dee082e3,甲状腺乳头状癌  食疗,2
9b61b51c3dc9ac88c0dfe848be9b823e,小儿4岁，9月诊断神经母细胞肿瘤4期，肿块长在后腹膜位置，确诊时骨髓转移百分之68.8，两个化疗结束后骨髓,2
853d32aa17c1586478810694c6049564,二十岁女孩，由于手术失误将乳房内正常组织严重游离拉扯，直到最后发现误将正常组织当成纤维瘤差点切掉...,2
71eb575a3d500956e5e55288a0cda404,小男孩六个月肾母细胞瘤已经切除,2
c7787a9048ee766f7433a4de73308cc2,甲状腺乳头状癌手术后如何调,2
7acf016b480748575b7237d8c7abe866,乳头上长个肉瘤可以用头发弄掉吗,2
b3f1edc141597bbf8927bcb2af770b82,子宫内膜癌（透明细胞癌）1期，已手术出院，是否需要化放疗？,2
307c2de2211628c6c19321c25cce8aee,家里老人胰腺癌晚期，反复出现黄疸，有什么好的办法没有？,2
3ec845fb0caad66f5ced221e24fc379c,我怀孕六个月发现有甲状腺左叶囊是混合性结节（腺瘤液化）。因为怀孕所以不能做手术对宝宝成长会影响吗？,2
f8796e3308fdaee0a311d83cb4214291,淋巴瘤的患者化疗效果都很好吗？请问化疗如果没坚持住...,2
cd5715806452f73a262e5ad5cb156c20,一周两个月宝宝得了神经母细胞瘤扩散到眼眶肺部肝脏肾脏可以治愈吗,2
3f6b1fc03adf377dc173f6c425434ed0,乳房恶性肿瘤切除后还有没有危险,2
04ffcac912c221b17b213f3f1214ff05,有没有宝贝肥大细胞瘤只好的，采用什么方法治疗的，我家宝贝医生说是肥大细胞瘤，但是没有确诊，心里好担,2
cd1935d6371773e29a2dafdad7255c12,如何治疗先天脑瘤,2
9a2ae17c46a27595eb893ae9f2ed6940,治疗肝癌的中草药有哪些,2
3202313d7c1aa6e515f0a3b50eb9e222,义乌18岁孩子得了肺癌怎么治疗有好心出点子,2
85e2ef5c30f5c2b597920f95a6d24a43,甲装线乳头癌左侧已清扫。嗓子干。老感觉有咽物,2
0876c21cbea22c8862b1f9000bc38b92,低级别乳头状膀胱上皮癌手术半年后一直间断的血尿是什么情况如需手术&#575;,2
dde61e30e5ad3baee18d50d6a78be7d7,乳头状甲状腺癌术后能痊愈吗,2
03e12e4c8e224dd9812ec75464876444,17岁女孩肺癌的早期症状怎么有救,2
ad20d243426531e17e44041c6d233219,百度婴儿肝门静脉上几个肿瘤长在一起良性的可能大些还是恶性的可能大些可以手术吗,2
b84da51854dc6cf65eb347a98ee241fa,4岁小孩得了肾母细胞瘤已转移肺部能治好吗？,2
0b3f5d63dd4b25b1113ca9fffe8c9628,小孩长软骨瘤怎么治疗,2
dcfa0e55b02337088a938177b3473f4b,怀孕一个月，发现乳腺纤维瘤【乳腺纤维瘤】,2
